role,category,name,path,duration_s,tempo_bpm,rms_p95,centroid_hz,onset_density,onsets_per_sec,chroma_mode,chroma_key,energy
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,44,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/44.ogg,0.706,184.6,0.2479,2563.9,0.1131,5.668,major,G,0.3424
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,45,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/45.ogg,0.706,184.6,0.2445,2071.8,0.1003,2.834,major,B,0.3369
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,46,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/46.ogg,0.706,215.3,0.3109,2218.4,0.1367,8.503,major,G,0.4118
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,47,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/47.ogg,1.411,198.8,0.3343,1198.7,0.1967,3.543,minor,G,0.425
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,48,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/48.ogg,1.411,215.3,0.2697,1900.0,0.2542,5.669,minor,G,0.4264
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,49,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/49.ogg,0.975,215.3,0.3146,2313.6,0.0721,2.051,major,A#,0.3942
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,50,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/50.ogg,0.367,136.0,0.417,2191.9,0.1589,2.726,minor,A#,0.3922
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,51,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/51.ogg,4.391,129.2,0.4173,1844.2,0.4999,1.822,minor,G,0.4878
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,52,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/52.ogg,0.591,123.0,0.1579,4142.6,0.3533,8.467,major,C#,0.308
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,53,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/53.ogg,0.591,123.0,0.1794,3808.2,0.3537,8.467,major,A,0.3189
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,54,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/54.ogg,0.992,123.0,0.176,3785.7,0.2997,14.109,minor,F#,0.3009
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,55,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/55.ogg,1.329,258.4,0.3161,1117.3,0.0637,1.504,minor,D,0.4356
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,56,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/56.ogg,1.329,258.4,0.1824,534.1,0.0441,1.504,minor,D,0.3628
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,57,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/57.ogg,0.521,172.3,0.2509,1640.3,0.2643,9.599,minor,B,0.377
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,58,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/58.ogg,1.851,172.3,0.1064,1444.5,0.0855,3.242,minor,C#,0.2511
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,59,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/59.ogg,3.697,117.5,0.0124,269.6,0.0431,0.811,minor,C,0.1366
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,60,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/60.ogg,1.851,184.6,0.1515,4083.7,0.0897,2.701,minor,A#,0.2872
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,61,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/61.ogg,1.851,172.3,0.0167,2616.8,0.1003,4.322,minor,A#,0.2107
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,62,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/62.ogg,1.851,258.4,0.0302,306.1,0.0519,1.081,minor,A#,0.2891
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,63,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/63.ogg,1.851,258.4,0.2208,359.0,0.0574,1.081,minor,A#,0.386
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,64,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/64.ogg,1.851,215.3,0.1391,772.0,0.1072,2.161,minor,D,0.317
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,65,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/65.ogg,1.851,117.5,0.1814,506.0,0.0493,0.54,minor,D#,0.223
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,66,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/66.ogg,1.851,117.5,0.0109,427.8,0.0594,0.54,minor,G#,0.1407
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,67,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/67.ogg,1.851,117.5,0.0019,325.1,0.0595,0.54,minor,E,0.1362
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,68,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/68.ogg,1.851,287.1,0.1374,1055.7,0.0587,0.54,minor,C,0.3734
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,69,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/69.ogg,1.851,287.1,0.0572,848.6,0.0773,2.161,minor,D#,0.3389
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,70,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/70.ogg,1.851,172.3,0.0417,418.7,0.0467,0.54,minor,G,0.2071
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,71,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/71.ogg,1.851,172.3,0.0122,521.5,0.0927,3.242,minor,F#,0.2062
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,72,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/72.ogg,1.851,184.6,0.3016,418.4,0.0531,1.081,minor,D#,0.3513
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,73,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/73.ogg,1.851,117.5,0.134,631.2,0.0552,0.54,minor,E,0.201
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,74,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/74.ogg,1.851,117.5,0.1198,2655.4,0.271,3.242,minor,A,0.2586
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,75,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/75.ogg,1.851,143.6,0.2828,2336.0,0.0781,0.54,minor,C#,0.3084
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,76,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/76.ogg,1.851,107.7,0.0556,474.0,0.1006,3.782,minor,D#,0.1657
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,77,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/77.ogg,1.851,117.5,0.0132,458.6,0.0449,0.54,minor,A#,0.1375
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,78,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/78.ogg,2.409,161.5,0.0643,2180.3,0.2442,11.21,major,C,0.2669
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,79,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/79.ogg,1.851,117.5,0.0012,263.4,0.0595,0.54,minor,D,0.1359
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,80,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/80.ogg,1.851,117.5,0.0688,340.2,0.0413,0.54,minor,B,0.1642
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,81,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/81.ogg,1.851,258.4,0.2139,598.3,0.0495,0.54,minor,B,0.3802
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,82,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/82.ogg,1.851,161.5,0.3191,1634.2,0.1703,1.081,minor,B,0.3721
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,83,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/83.ogg,3.01,152.0,0.2914,2383.8,0.1216,1.661,minor,C,0.3342
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,84,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/84.ogg,3.841,143.6,0.357,2481.9,0.1287,2.343,major,D#,0.3607
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,85,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/85.ogg,1.923,129.2,0.5252,3953.1,0.279,2.08,major,C,0.4755
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,86,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/86.ogg,3.697,136.0,0.4299,1200.5,0.2637,0.27,minor,D,0.43
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,87,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/87.ogg,1.851,172.3,0.0862,4061.4,0.0889,0.54,major,F,0.2421
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,88,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/88.ogg,1.851,136.0,0.0143,4591.8,0.2502,0.54,minor,G#,0.2182
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,89,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/89.ogg,1.851,117.5,0.0423,586.3,0.0335,0.54,minor,G#,0.1486
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,90,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/90.ogg,1.851,161.5,0.052,1096.0,0.0575,1.081,minor,G,0.2048
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,91,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/91.ogg,1.851,198.8,0.031,590.1,0.0566,0.54,minor,G,0.2312
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,92,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/92.ogg,1.851,184.6,0.0362,380.6,0.0515,0.54,minor,G#,0.2181
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,93,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/93.ogg,1.412,172.3,0.1309,3079.7,0.1642,2.125,major,G,0.287
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,94,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/94.ogg,1.063,184.6,0.0573,2245.9,0.1766,7.523,major,G,0.2662
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,95,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/95.ogg,0.532,172.3,0.1758,2180.9,0.1743,5.635,minor,G,0.3124
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,96,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/96.ogg,2.182,152.0,0.0372,5403.3,0.223,0.917,major,D#,0.2375
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,97,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/97.ogg,0.56,123.0,0.2131,1146.8,0.3696,3.571,minor,G,0.3405
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,98,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/98.ogg,0.56,143.6,0.208,1189.6,0.5004,7.143,minor,F#,0.3976
candidate,Sound Effects/AbstractPackSFX/Files/AbstractSfx,99,potential_assets/EssentialGameAudiopackFixed/Sound Effects/AbstractPackSFX/Files/AbstractSfx/99.ogg,0.56,143.6,0.3175,1150.1,0.3733,5.357,minor,A#,0.4143
candidate,Sound Effects/RandomSfx,appleeat,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/appleeat.ogg,0.241,117.5,0.0577,4780.2,0.1219,4.152,major,D#,0.1829
candidate,Sound Effects/RandomSfx,click,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/click.ogg,1.851,117.5,0.0092,657.3,0.0595,0.54,minor,D#,0.1399
candidate,Sound Effects/RandomSfx,door,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/door.ogg,2.039,136.0,0.0181,1237.7,0.1773,3.923,major,D#,0.1983
candidate,Sound Effects/RandomSfx,gem,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/gem.ogg,1.117,136.0,0.0905,2809.3,0.4128,8.953,major,G,0.3051
candidate,Sound Effects/RandomSfx,key,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/key.ogg,1.114,161.5,0.0333,1545.6,0.0632,0.898,major,F,0.1971
candidate,Sound Effects/RandomSfx,lvlup,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/lvlup.ogg,2.406,136.0,0.1881,1493.7,0.1056,2.493,minor,G,0.2617
candidate,Sound Effects/RandomSfx,pot,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/pot.ogg,1.117,152.0,0.0468,2577.8,0.1859,4.477,major,D,0.2312
candidate,Sound Effects/RandomSfx,potpickup,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/potpickup.ogg,0.534,258.4,0.2518,1848.2,0.065,1.874,major,C#,0.4038
candidate,Sound Effects/RandomSfx,s_gem,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/s_gem.ogg,2.225,136.0,0.1162,3086.2,0.4816,0.899,minor,D,0.3386
candidate,Sound Effects/RandomSfx,swhit,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/swhit.ogg,1.114,136.0,0.0986,1935.5,0.1535,0.898,major,E,0.2314
candidate,Sound Effects/RandomSfx,win,potential_assets/EssentialGameAudiopackFixed/Sound Effects/RandomSfx/win.ogg,2.228,143.6,0.0531,2154.1,0.2693,10.772,minor,G,0.2509
